Member_ID,Name,Age,Gender,Address,Phone_Number,Membership_Type,Join_Date,Last_Visit_Date,Favorite_Exercise,Avg_Workout_Duration_Min,Avg_Calories_Burned,Total_Weight_Lifted_kg,Visits_Per_Month,Churn
GYM106095,Deborah Stewart,25.0,Male,"968 Perkins Islands Suite 811, Grayburgh, MN 08474",519-620-2908x29904,Quarterly,2025-04-22,2026-05-12,Swimming,88.0,932.0,2461,12.0,No
GYM106096,Carol Bowman,46.0,Male,"63637 Moore Valley, Port Stephenmouth, WA 17508",7027160893,Quarterly,2024-08-24,2026-04-16,Pilates,63.0,423.0,15934,22.0,No
GYM106097,Sheri Murphy,49.0,Female,"18095 Patrick Viaduct, Port Stevenshire, AK 00965",574-981-3135x31690,Monthly,2025-01-05,2026-05-30,Swimming,100.0,681.0,19590,19.5,No
GYM106098,Russell Downs,46.0,Other,"406 Levy Trail, Port Nathan, NC 06412",230-600-7925x117,Yearly,2024-05-18,2026-05-16,Weightlifting,87.0,773.0,46716,14.3,No
GYM106099,Charles Ellis,40.0,Other,"615 Sanders Inlet, Lake Andrewstad, HI 18226",(453)506-1274x6987,Yearly,2024-12-25,2026-06-06,Yoga,75.0,660.0,1625,5.1,No
GYM106100,Dylan Guzman,49.0,Female,"77705 Russell Estates Suite 719, Aliciafort, WY 61421",(405)630-5708x56341,Monthly,2023-12-31,2026-05-25,HIIT,56.0,373.0,32957,9.1,No
GYM106101,Ryan White,33.0,Male,"USS James, FPO AP 37907",+1-650-703-9394x10781,Monthly,2025-12-19,2026-04-04,Swimming,49.0,322.0,482,1.9,Yes
GYM106102,Dawn Meyer,45.0,Male,"179 Tammie Island Suite 074, Alyssaton, NY 34413",+1-581-428-7371x5648,Yearly,2023-06-14,2026-05-13,Swimming,87.0,515.0,36069,18.5,No
GYM106103,April Wiley,37.0,Female,"5930 Sara Estates Suite 089, Donnabury, WA 64928",001-524-736-1375x609,Yearly,2023-10-25,2026-04-12,Yoga,83.0,644.0,11218,9.1,No
GYM106104,Cheryl Wade,51.0,Female,"004 Travis Park Suite 212, Kellyport, NE 21800",+1-277-660-0270x40108,Yearly,2024-07-04,2026-05-21,CrossFit,78.0,615.0,18169,11.0,No
GYM106105,John Estrada,18.0,Female,"78046 Barber Squares, Stephaniebury, RI 79694",7755879630,Quarterly,2025-01-02,2026-04-16,Swimming,95.0,575.0,8656,15.9,No
GYM106106,Cynthia Larson,39.0,Female,"3163 Carrie Branch Suite 913, Harrismouth, NJ 93242",001-518-840-5299x9683,Monthly,2024-02-12,2026-05-04,Cardio,74.0,770.0,18763,16.9,No
GYM106107,Roy Paul,36.0,Female,"42926 Michael Roads Suite 314, Sullivanview, DE 14569",+1-647-797-0287x9891,Yearly,2023-06-26,2026-05-17,Cardio,68.0,317.0,4258,5.7,No
GYM106108,Gregory Joyce,40.0,Female,"91006 Robinson Creek Suite 685, Kathrynshire, MN 89368",772.245.0613x8159,Monthly,2025-10-23,2026-05-25,Weightlifting,55.0,486.0,5773,7.8,No
GYM106109,Chase Choi,40.0,Female,"2508 Holly Loaf Apt. 658, East Rodneyberg, KS 34003",001-507-241-5646,Monthly,2025-06-13,2026-04-29,Yoga,48.0,326.0,385,2.9,No
GYM106110,Suzanne Williams,25.0,Female,"0697 Mitchell Plains, Melindaborough, MN 11248",+1-633-806-3413x02308,Monthly,2025-02-03,2026-05-08,CrossFit,104.0,615.0,45369,20.2,No
GYM106111,Michael Cortez,27.0,Female,"PSC 3334, Box 9616, APO AA 01608",(276)731-9673x768,Monthly,2026-02-08,2026-05-30,Cycling,80.0,688.0,1290,18.0,No
GYM106112,Jennifer Vargas,47.0,Female,"45619 Larson Wells Apt. 467, Port Ginamouth, AR 18345",883-345-3714,Yearly,2026-04-09,2026-04-17,Yoga,105.0,758.0,1683,19.9,No
GYM106113,Linda Newman,,Female,"285 Sandra Avenue, West Ryan, AZ 98473",344.498.1704,Monthly,2026-03-25,2026-06-04,Cardio,64.0,383.0,540,4.6,No
GYM106114,Walter Howard,25.0,Male,"722 Suzanne Highway, Brownfort, WV 57473",4783489861,Monthly,2025-06-16,2026-06-02,Cardio,83.0,542.0,2486,10.9,No
GYM106115,Justin Saunders,22.0,Male,"3426 Bonnie Manor, Mannview, OH 76503",716.856.8791x8014,Monthly,2026-04-23,2026-04-24,Cycling,84.0,726.0,376,14.3,No
GYM106116,Jeffrey Weaver,66.0,Female,"755 Kenneth Trail Apt. 805, Andreaside, FL 30247",309-923-3827,Yearly,2025-03-10,2026-05-08,HIIT,73.0,343.0,33558,17.2,No
GYM106117,Wanda Reynolds,39.0,Male,"8659 Lauren Hills Apt. 269, Ralphbury, KY 67142",001-204-353-9748,Monthly,2024-10-16,2026-05-02,HIIT,74.0,588.0,22751,10.1,No
GYM106118,Kathryn Castillo,31.0,Female,"Unit 6909 Box 9310, DPO AA 32109",+1-802-464-3675x384,Monthly,2026-02-25,2026-04-19,Weightlifting,68.0,473.0,2868,13.3,No
GYM106119,Alicia Wilson,27.0,Female,"42401 Kevin Estates, Lake Josephside, RI 08974",433.382.1603x473,Monthly,2025-10-16,2026-06-10,Cardio,71.0,417.0,3774,13.0,No
GYM106120,Jason Day,44.0,Male,"1415 Christy Forest, Philipfurt, MI 15727",(342)884-5567x6249,Monthly,2024-06-08,2026-06-02,Cycling,106.0,800.0,21699,15.1,No
GYM106121,Brian Christensen,30.0,Female,"14165 Jason Bridge, Thompsonmouth, LA 98584",+1-401-503-7856x7790,Yearly,2026-01-21,2026-06-07,Cycling,83.0,438.0,2195,18.4,No
GYM106122,Stephen Martinez,35.0,Male,"98110 Caleb Field, West Tiffany, ID 43585",(770)372-9550,Monthly,2025-03-13,2026-04-15,CrossFit,62.0,324.0,8874,7.1,No
GYM106123,Thomas Turner,70.0,Male,"4419 Bennett Hill Apt. 956, Benjaminside, MN 19016",930-309-3898,Monthly,2024-07-10,2026-05-19,Yoga,49.0,389.0,9800,9.9,No
GYM106124,Bonnie Larson,39.0,Female,"Unit 8477 Box 9772, DPO AP 19714",2126058436,Monthly,2024-12-08,2026-05-12,Weightlifting,94.0,615.0,48536,19.4,Yes
GYM106125,John Ortega,17.0,Female,"689 Ashley Rest Apt. 268, Danielleburgh, WV 10535",+1-973-724-9527x283,Monthly,2024-08-12,2026-06-01,CrossFit,36.0,392.0,105,0.0,Yes
GYM106126,Kristin Hickman,36.0,Male,"49216 Randy Mall Suite 750, Lake Robertfurt, ME 75248",(833)419-7871x700,Monthly,2024-09-18,2026-01-14,Cycling,52.0,,21,0.0,Yes
GYM106127,Jacqueline Turner,49.0,Male,"147 Robin Crossroad Apt. 162, New Juliestad, AS 93798",510.848.7742x865,Quarterly,2025-10-30,2026-06-10,Cardio,47.0,253.0,176,17.2,No
GYM106128,Charles Strickland,30.0,Male,"44997 Craig Circle, Johnsonmouth, CO 86049",+1-630-961-3505,Yearly,2025-08-06,2025-12-24,Weightlifting,46.0,273.0,2131,1.8,Yes
GYM106129,Thomas Carr,54.0,Male,"570 Hester Tunnel Suite 176, Port Kristine, WI 89922",+1-329-208-0692x58821,Monthly,2024-08-24,2026-02-10,Yoga,92.0,592.0,12605,13.8,Yes
GYM106130,John Stewart,21.0,Male,"5571 Tracy Falls Suite 017, Stephaniefurt, AL 09411",766.618.8946,Quarterly,2024-04-28,2026-05-16,Weightlifting,59.0,388.0,18488,5.5,Yes
GYM106131,Christopher Mcmillan,65.0,Female,"0812 Troy Run, Jonesport, SD 26404",+1-894-815-7049x745,Monthly,2024-02-28,2026-04-14,Pilates,79.0,487.0,9068,10.2,No
GYM106132,Lee Rivera,45.0,Female,"904 Martinez Well, New Megan, WA 72484",001-284-912-5125,Monthly,2025-05-26,2026-01-13,Swimming,74.0,635.0,1387,9.7,Yes
GYM106133,Mark Keller,57.0,Male,"147 Brad Plaza, Matthewburgh, PA 68332",831-602-9635x171,Quarterly,2025-04-22,2026-05-18,Cardio,105.0,1103.0,10037,16.9,No
GYM106134,Allen Porter,38.0,Male,"702 Meyer Hollow Suite 753, Ruthhaven, OR 70256",737.462.5406x0501,Yearly,2024-08-06,2026-04-13,HIIT,68.0,311.0,6255,5.4,No
GYM106135,Mr. Joshua Cohen,27.0,Female,"9287 Thomas Locks Suite 886, Port Lindsey, IL 38780",867-906-3256,Yearly,2024-02-12,2026-05-22,Yoga,58.0,506.0,5469,5.9,No
GYM106136,Kyle Burke,16.0,Male,"729 Miller Fall, Lake Kayla, LA 72275",+1-597-904-7488x51690,Quarterly,2025-12-19,2026-05-10,CrossFit,63.0,337.0,12537,12.7,No
GYM106137,Brent Holloway,23.0,Male,"743 Hubbard Locks Suite 799, Kylemouth, FM 15648",(654)363-1943x420,Yearly,2024-11-16,2026-06-06,Swimming,91.0,754.0,5374,17.6,No
GYM106138,Danny Smith,16.0,Male,"54721 Heather Gateway, Gonzalezton, WA 13618",453.564.2554,Monthly,2025-11-02,2026-05-14,CrossFit,49.0,316.0,7176,8.5,Yes
GYM106139,Tracy Roberts,37.0,Male,"900 King Ports Apt. 712, North Faithshire, OR 02502",+1-837-226-6126,Yearly,2023-11-26,2026-05-21,Pilates,,588.0,14380,12.8,No
GYM106140,Colleen Martin,36.0,Female,"96236 Michael Plaza, New Garrett, SC 07148",2857779680,Monthly,2025-07-29,2026-06-06,Swimming,81.0,617.0,5991,13.8,No
GYM106141,Stephanie Brown,58.0,Male,"382 Audrey Port, East Hannah, SD 81611",+1-308-274-0652x1010,Yearly,2025-10-11,2026-05-31,Weightlifting,37.0,277.0,6620,8.4,No
GYM106142,Jennifer Barrett,39.0,Male,"923 Jones Walk Suite 305, Nicholsonville, PW 67325",678-995-2677x51839,Quarterly,2025-12-09,2026-02-22,Cycling,81.0,764.0,3753,17.2,Yes
GYM106143,Tara Jones,45.0,Female,"35751 Caitlyn Hill Apt. 849, East Christinestad, SD 65938",+1-767-307-2905,Monthly,2023-07-26,2026-04-12,Cycling,,496.0,37145,21.8,No
GYM106144,Kaitlyn Leblanc,25.0,Female,"9118 Gilmore Terrace, Lake Tiffanyberg, MS 06281",+1-412-936-4073x04310,Monthly,2024-08-25,2026-05-21,CrossFit,66.0,635.0,22793,12.1,No
GYM106145,Madeline Ford,51.0,Female,"4121 Peck Crescent Suite 590, Lake Nicolasview, MT 20521",001-793-273-6284x37546,Quarterly,2025-02-16,2026-05-21,Swimming,74.0,430.0,4492,10.8,No
GYM106146,Raymond Herrera,34.0,Male,"7021 Sandra Ford, Port Felicia, MD 80943",351-672-4604,Monthly,2024-02-06,2026-01-14,Weightlifting,67.0,478.0,14374,8.0,Yes
GYM106147,Danielle Reed,30.0,Female,"PSC 9652, Box 8390, APO AE 41065",934-967-2010x970,Monthly,2025-10-22,2026-05-31,Cycling,91.0,375.0,2313,17.0,No
GYM106148,Michael Spencer,19.0,Male,"5247 Banks Avenue, Annatown, MD 13131",306.663.4491,Monthly,2025-01-18,2026-02-16,Weightlifting,61.0,432.0,10217,3.4,Yes
GYM106149,Kevin Torres,30.0,Male,"2109 Weber Corners, Carlyborough, KY 00686",+1-649-269-5554x2045,Yearly,2025-12-27,2026-04-25,Yoga,83.0,662.0,1919,7.5,No
GYM106150,Hannah Marquez,16.0,Female,"01315 Walters View Suite 183, Chavezfurt, NE 57453",001-919-392-2594x06637,Monthly,2023-10-14,2026-04-14,Weightlifting,64.0,478.0,28448,8.7,No
GYM106151,Jared Madden,22.0,Male,"29247 Warner Street, Chenstad, OR 70916",+1-957-384-8139,Monthly,2025-01-01,2026-01-19,Cardio,47.0,309.0,2239,5.5,Yes
GYM106152,Jacob Miller,42.0,Female,"77203 Pope Extension, Waltershaven, MI 52038",001-398-471-2469,Monthly,2025-03-11,2026-05-16,Cardio,67.0,463.0,3792,15.5,No
GYM106153,George Williams,34.0,Female,"352 Avery Rapids Apt. 579, Douglasbury, CA 62389",967.376.0787x4227,Monthly,2024-07-14,2026-05-30,Cardio,48.0,247.0,5413,15.6,No
GYM106154,Amber Parker,38.0,Female,"45903 Bryant Pines Suite 585, Kristophermouth, NH 74195",8974246337,Monthly,2026-02-19,2026-05-24,CrossFit,74.0,338.0,5177,12.5,Yes
GYM106155,Jerome Parker,29.0,Female,"3447 Patrick Trail Suite 615, Gloverburgh, KY 36168",001-314-876-9393x000,Monthly,2024-12-04,2026-04-19,Pilates,102.0,938.0,10657,11.3,Yes
GYM106156,Phillip Fowler,46.0,Female,"5304 Ortega Groves, Carpenterview, WI 07854",890.859.9844x2885,Monthly,2023-07-17,2026-04-20,Cardio,64.0,400.0,22108,10.3,No
GYM106157,Charles Gonzales,25.0,Female,"7334 Collins Estate, Johnsonfort, UT 04943",482.948.9022x958,Monthly,2025-11-05,2026-05-17,Weightlifting,71.0,527.0,10218,13.1,No
GYM106158,Natalie Oconnor,32.0,Female,"439 Jones Isle Apt. 800, West Steve, CO 13725",001-753-648-2993x190,Quarterly,2025-12-06,2026-02-19,CrossFit,70.0,585.0,2460,3.7,Yes
GYM106159,Richard Murray,27.0,Female,"427 Jose Road, West Coryfort, CT 43918",3838829947,Yearly,2024-06-29,2026-02-09,Weightlifting,60.0,376.0,51122,13.3,Yes
GYM106160,Eric Shaffer,28.0,Female,"4239 Fitzpatrick Brook Apt. 245, Andrewhaven, HI 74576",(242)293-0590x55795,Monthly,2023-07-24,2026-05-01,Swimming,99.0,831.0,19099,15.0,No
GYM106161,Christina Roberts,31.0,Female,"987 Allen Corners Apt. 192, Brooksfort, CO 23210",650-490-5809x35685,Monthly,2025-05-17,2026-06-10,Yoga,65.0,,3447,11.2,No
GYM106162,Christina Cook,34.0,Other,"7927 Jessica Causeway, West Katieside, KY 74968",(833)218-9467,Monthly,2024-09-27,2026-05-28,Yoga,69.0,517.0,10426,14.8,No
GYM106163,Joseph Walker Jr.,,Female,"0432 Tanya Mountains, Maloneshire, GU 59560",4915624190,Monthly,2025-11-02,2026-05-21,Weightlifting,82.0,489.0,15708,18.1,No
GYM106164,Bradley Cobb,27.0,Male,"531 Patrick Underpass Apt. 735, Lake Melissashire, NE 59205",001-870-968-0635x507,Yearly,2025-06-17,2026-05-10,Weightlifting,55.0,531.0,10595,6.1,Yes
GYM106165,Cynthia Newman,40.0,Female,"61383 Pierce Extension, South Christian, NE 07754",(402)243-7772x7211,Monthly,2024-05-11,2026-05-12,Yoga,91.0,833.0,2910,12.8,No
GYM106166,Veronica Simmons,36.0,Female,"83935 Jessica Inlet, Lake Jeremyburgh, DC 57626",001-926-702-5425,Monthly,2026-04-29,2026-04-30,CrossFit,101.0,740.0,2236,16.0,No
GYM106167,John Nichols,,Female,"850 Horn Turnpike Apt. 713, Taraville, NE 86884",001-325-678-0867x3631,Quarterly,2023-06-26,2026-05-30,HIIT,92.0,589.0,35151,14.4,No
GYM106168,Thomas Jones,44.0,Male,"7588 Mcgee Heights, Port Angelaland, KY 52407",(829)696-3608x50722,Quarterly,2025-07-21,2025-12-14,Cardio,37.0,295.0,1422,7.2,Yes
GYM106169,Karen Alvarez,41.0,Female,"61706 Brittany Mall Suite 791, Denisemouth, NE 34070",+1-983-443-5486x7975,Yearly,2023-10-08,2026-04-16,Cardio,50.0,335.0,6734,10.8,No
GYM106170,Ronald Graham,41.0,Male,"16873 Joseph Bypass, North Leah, DC 75558",415-333-2352x11044,Quarterly,2023-09-12,2026-06-09,CrossFit,80.0,634.0,15440,3.6,No
GYM106171,Arthur White,32.0,Male,"845 Laura Underpass, West Alexander, HI 33068",724-479-7538,Monthly,2024-05-04,2026-04-23,Yoga,60.0,506.0,11635,11.7,Yes
GYM106172,Eric Murphy,46.0,Male,"65348 Estrada Fords Apt. 748, Moniquechester, ND 07898",(250)258-1623x944,Quarterly,2025-03-03,2026-05-09,Weightlifting,85.0,415.0,8033,5.5,No
GYM106173,Tammy Daniel,47.0,Female,"4807 Maria Highway Apt. 387, Crawfordmouth, IL 63572",+1-822-399-3931x7876,Monthly,2023-06-18,2026-02-21,Weightlifting,60.0,344.0,45588,9.1,Yes
GYM106174,Dr. Jose Garcia,16.0,Male,"413 Edwin Unions, Turnertown, GA 23546",+1-536-352-4959x3064,Quarterly,2023-08-14,2026-05-14,Swimming,47.0,213.0,10469,8.6,No
GYM106175,Ashley Coleman,48.0,Male,"010 Bradley Union Suite 212, Kimberlybury, WY 49806",914-205-1515x356,Monthly,2025-04-21,2026-06-06,Yoga,66.0,626.0,5752,12.7,No
GYM106176,Eduardo Booth,28.0,Female,"88290 Rachael Lane Suite 459, Grantburgh, ND 75019",(880)776-5243x56333,Monthly,2024-06-18,2026-05-14,Pilates,62.0,,408,14.5,No
GYM106177,Nicholas Ramos MD,16.0,Female,"038 Travis Mall, Port Jeff, ID 59754",770-638-9529,Yearly,2025-09-14,2026-05-19,Weightlifting,60.0,341.0,161,0.0,Yes
GYM106178,Robert Chapman,51.0,Male,"03674 Nicholas Coves Suite 889, Jenniferside, KS 92804",9397920117,Yearly,2024-03-30,2026-01-05,Swimming,40.0,299.0,867,0.9,Yes
GYM106179,Eric Clark,19.0,Male,"2889 Heather Harbor, North Brittney, MT 85817",254.358.9526,Monthly,2024-08-27,2026-01-06,Weightlifting,65.0,432.0,33825,10.6,Yes
GYM106180,Kevin Johnston,31.0,Female,"05257 Sanders Crescent, South Nicolebury, KS 78279",001-675-420-2770,Yearly,2025-07-18,2026-03-07,Weightlifting,59.0,494.0,11953,9.1,Yes
GYM106181,Lori Jordan,36.0,Male,"PSC 5033, Box 4431, APO AP 72256",256.990.2202,Quarterly,2023-12-21,2026-04-30,HIIT,84.0,677.0,70996,20.5,No
GYM106182,Gloria Lynch,20.0,Female,"3050 Jacqueline Forges, Janestad, CO 85766",8239988230,Quarterly,2023-10-24,2026-06-01,HIIT,82.0,305.0,34220,11.6,No
GYM106183,Rachel Norris,47.0,Female,"23785 Maldonado Roads, South Leslie, AS 59653",7536463499,Quarterly,2025-03-11,2026-06-04,Yoga,82.0,827.0,3204,14.3,No
GYM106184,Joseph Spencer,36.0,Male,"89545 Juan Drive, Allisonmouth, SD 14683",424.828.7026x26378,Yearly,2025-08-01,2026-05-15,Yoga,49.0,338.0,2300,7.3,No
GYM106185,Kenneth Schmidt,49.0,Female,"27543 Miller Roads, North Pamela, PR 05438",861.537.9062x904,Yearly,2025-04-01,2026-04-27,Cycling,60.0,439.0,9926,15.4,No
GYM106186,Timothy Fletcher,24.0,Female,"66262 Richard Road, East Brian, RI 03886",(800)508-9579,Monthly,2024-04-03,2026-04-20,Yoga,56.0,469.0,6221,12.0,No
GYM106187,Michael Fernandez,35.0,Male,"8448 Matthew Highway, Andrebury, IN 49535",943.972.7441x8790,Monthly,2023-06-16,2026-04-25,Weightlifting,77.0,384.0,48470,9.2,Yes
GYM106188,Joseph Conway,24.0,Male,"PSC 3620, Box 4701, APO AA 17011",+1-880-949-8834x423,Monthly,2024-09-02,2026-05-13,Yoga,59.0,327.0,2816,6.4,No
GYM106189,Edward Hill,26.0,Female,"19475 Hill Inlet, Terryville, ND 34003",+1-253-946-8581x88449,Yearly,2026-01-11,2026-05-03,Yoga,64.0,457.0,2525,11.4,No
GYM106190,Paula Evans,21.0,Female,"USNV Hendrix, FPO AP 98275",001-555-368-9026x797,Monthly,2025-02-06,2026-04-18,Cardio,82.0,348.0,8545,13.6,No
GYM106191,Stephanie Santiago,47.0,Female,"64988 Amanda Mountains Apt. 424, North Jameschester, WV 37110",001-481-716-4748x6841,Monthly,2024-04-18,2026-04-01,Cardio,79.0,462.0,10209,8.9,Yes
GYM106192,Lauren Kim,33.0,Female,"00516 Michael Radial Suite 950, Millerfort, VI 01993",644-642-9230,Yearly,2024-07-09,2026-04-29,Weightlifting,89.0,735.0,54499,18.5,No
GYM106193,Sherri Colon,24.0,Male,"06342 Sonya Shore Suite 523, Danielton, AR 12807",+1-358-218-7459x48677,Quarterly,2023-08-25,2026-05-07,Weightlifting,90.0,658.0,51681,15.4,No
GYM106194,Erin Mckinney,33.0,Male,"8019 Archer Plaza Apt. 425, New Marychester, LA 95429",849-525-5059x2385,Monthly,2024-01-07,2026-04-17,Cardio,59.0,462.0,15486,8.0,No
GYM106195,Joseph Dougherty,52.0,Female,"54464 Greer Place Suite 151, Monicatown, UT 33717",771-608-8220x76944,Monthly,2025-01-21,2026-05-19,HIIT,50.0,275.0,19777,10.1,No
GYM106196,Sarah Williams,34.0,Female,"303 Kenneth Glen Apt. 844, New Maryshire, GA 90680",910.702.7812x549,Monthly,2025-08-15,2025-12-22,Cardio,60.0,395.0,2466,9.0,Yes
GYM106197,Jeremy Silva,47.0,Other,"7802 Scott Ville Suite 685, Larsonbury, CO 68712",862-442-7017x43005,Monthly,2024-12-11,2026-02-10,CrossFit,54.0,383.0,18953,6.5,Yes
GYM106198,Lisa Prince,31.0,Male,"0875 Jordan Prairie, Port Christopher, PR 57050",001-566-900-0279x088,Monthly,2024-03-19,2026-01-06,Cycling,75.0,519.0,12079,9.3,Yes
GYM106199,Sara Wilkins,46.0,Male,"999 Katelyn Drive, New Cynthia, MO 17820",(808)975-3825,Quarterly,2025-09-28,2026-04-15,Yoga,97.0,576.0,2955,7.3,Yes
GYM106200,Joshua Fowler,31.0,Other,"12484 Hansen Mount Apt. 047, Anthonyfort, PA 97546",001-959-955-8658x9005,Monthly,2024-07-16,2025-12-17,CrossFit,46.0,207.0,151,0.0,Yes
GYM106201,Jodi Miller,29.0,Female,"512 Cunningham Route, New Angelaport, FM 05625",(828)448-4518x6048,Monthly,2023-10-20,2026-03-22,Swimming,84.0,733.0,14630,11.6,Yes
GYM106202,Garrett Carpenter,26.0,Male,"6639 Davis Views Suite 972, Lake Davidfort, ME 12943",602-741-6299,Quarterly,2025-06-10,2026-04-26,Cardio,53.0,438.0,26,0.0,Yes
GYM106203,Vincent Schaefer,45.0,Male,"029 Martinez Cliffs Suite 022, Lake Lisa, AK 18865",245-647-6598x67868,Yearly,2025-03-22,2026-04-21,Cardio,39.0,285.0,3167,7.3,No
GYM106204,Rachel Norton,48.0,Other,"98875 Michael Creek, South Joanneland, VI 60135",001-993-974-0296x618,Quarterly,2026-01-05,2026-04-24,Cardio,67.0,252.0,117,4.0,No
GYM106205,Jon Russo,23.0,Female,"5756 Adkins Tunnel, East Anthony, IN 09061",(481)988-9063,Quarterly,2024-04-28,2026-05-12,Yoga,56.0,346.0,9917,12.7,No
GYM106206,Jeanne Mills,44.0,Male,"619 Carrie Corner Suite 891, East Robert, MD 24372",919.690.3722x021,Yearly,2024-06-27,2026-05-06,HIIT,62.0,594.0,46341,12.9,No
GYM106207,Nicholas Little,18.0,Male,"477 Caroline Throughway, Port Tyler, IL 15918",+1-898-293-2285x0165,Monthly,2024-05-11,2026-03-05,Swimming,75.0,532.0,11305,12.3,Yes
GYM106208,Jonathan Walton,32.0,Male,"8258 Davis Landing Suite 220, North Shannon, GA 44132",001-827-894-9741x8724,Quarterly,2024-02-09,2026-04-28,Weightlifting,89.0,687.0,67509,18.6,No
GYM106209,Ashley Miller,39.0,Male,"6464 Flores Ports Apt. 608, South Vanessa, UT 81006",487.282.4237x9623,Monthly,2024-04-26,2026-03-18,Weightlifting,112.0,587.0,53540,18.2,Yes
GYM106210,William Vasquez,23.0,Male,"Unit 9008 Box 4414, DPO AA 43045",663-836-4997,Yearly,2023-10-31,2026-04-29,Cardio,65.0,365.0,0,8.2,No
GYM106211,Denise Hendricks,43.0,Male,"8150 Richard Burg, East Christopher, KY 63452",(663)502-0876,Monthly,2024-09-22,2026-04-03,Weightlifting,72.0,569.0,22295,9.6,Yes
GYM106212,Stacy Johnson,35.0,Female,"17186 Ortega Glens Suite 817, Jasontown, OR 49555",001-514-333-0037x0257,Monthly,2025-08-27,2026-04-24,CrossFit,79.0,678.0,4009,3.8,No
GYM106213,Mary Delacruz,33.0,Female,"595 Emily Run, Leslieside, MO 07095",(226)886-7183x46167,Quarterly,2026-01-19,2026-05-01,Yoga,60.0,497.0,1166,11.3,No
GYM106214,Laura Singleton,22.0,Male,"502 Jonathan Ford Suite 133, South Tannerchester, NH 39744",956.520.2689x3658,Monthly,2024-06-30,2026-04-24,Pilates,69.0,351.0,3926,6.6,Yes
GYM106215,Jill Ray,17.0,Female,"0361 Short Extensions, South Davidton, GU 15344",(884)777-1748,Quarterly,2025-11-01,2026-05-16,CrossFit,84.0,612.0,9409,17.4,No
GYM106216,Charles Hensley,40.0,Male,"908 Martinez Route Apt. 153, Lake Cristianview, PA 44755",001-747-298-9331x38285,Monthly,2024-12-18,2026-04-03,Weightlifting,111.0,627.0,34322,21.1,Yes
GYM106217,Lauren Walker,32.0,Female,"627 Christina Mountain, West Mark, ID 75382",266.248.2640,Monthly,2023-09-29,2026-01-23,Weightlifting,52.0,426.0,30073,8.0,Yes
GYM106218,Ann Calderon,21.0,Male,"71151 Miller Bypass Apt. 567, Gregoryport, OH 35055",(522)476-5284x40119,Monthly,2025-12-22,2026-04-29,Cycling,67.0,470.0,781,7.1,Yes
GYM106219,Jonathan Potter,30.0,Male,"3531 Logan Street, South Mary, AR 15963",001-855-966-6652,Monthly,2025-09-12,2026-03-28,Weightlifting,81.0,821.0,7979,6.6,Yes
GYM106220,Julie Curry,42.0,Female,"11077 Hernandez Valleys Suite 885, Curtisside, NC 62980",(231)393-1106x9529,Monthly,2024-05-08,2026-05-01,Yoga,55.0,362.0,5109,9.0,No
GYM106221,Maureen Lee,32.0,Female,"417 Jennifer Squares, Marissaland, VT 88084",380.362.9901x017,Quarterly,2025-06-13,2026-05-24,Weightlifting,101.0,477.0,21437,17.7,No
GYM106222,Alicia Garner,35.0,Female,"264 Manuel Rapid Suite 009, Davidmouth, MI 93495",208-297-0007x165,Monthly,2026-04-05,2026-05-08,CrossFit,83.0,820.0,4736,13.2,No
GYM106223,David Silva,26.0,Male,"391 Berg Street, Danielhaven, MH 94747",(654)860-7091x147,Monthly,2024-10-28,2026-04-17,Swimming,82.0,457.0,5258,10.7,No
GYM106224,Tyler Patel,44.0,Male,"868 Walters Crossing, Paulview, AZ 68611",759.348.4041,Yearly,2023-12-04,2026-04-15,Weightlifting,51.0,461.0,43330,11.6,No
GYM106225,Victoria Parker,20.0,Female,"23257 Robert Lodge Suite 824, North Howardfort, ID 30735",001-203-493-3745x3013,Yearly,2024-10-26,2026-06-03,Cardio,89.0,638.0,5046,18.4,No
GYM106226,Emily Martinez,36.0,Male,"6482 Salazar Square, Mosston, GA 80713",+1-820-240-0416x4823,Quarterly,2025-12-26,2026-04-22,Cycling,72.0,440.0,3133,22.6,No
GYM106227,Amanda Brown,29.0,Female,"998 Natalie Springs Apt. 684, Susanbury, MA 47182",001-613-749-4679x75148,Monthly,2023-12-27,2026-05-24,Cycling,55.0,293.0,5661,11.2,Yes
GYM106228,Samantha Salinas,39.0,Male,"8021 Adams Point Suite 937, Myersmouth, NM 42901",577-393-0409x9973,Quarterly,2023-11-05,2026-04-12,Swimming,72.0,587.0,10190,14.3,No
GYM106229,Michelle Williams,31.0,Female,"744 Preston Turnpike, Carolynchester, GA 55360",(843)485-7195x549,Monthly,2024-12-30,2026-05-28,Cardio,62.0,366.0,8229,11.8,Yes
GYM106230,Shawn Evans,34.0,Female,"590 Rhodes Spring Apt. 804, West Lisaville, CO 48227",+1-625-429-4357x97996,Quarterly,2026-01-05,2026-05-27,Cycling,80.0,590.0,895,15.0,No
GYM106231,Christine Jones,35.0,Female,"56565 Cantrell Avenue Apt. 382, Nicholasmouth, WA 89199",971-419-7857,Monthly,2023-10-30,2026-04-13,Yoga,65.0,479.0,8184,17.1,No
GYM106232,Michael Buchanan,16.0,Other,"396 Rebecca Greens Suite 477, Samanthatown, NC 62071",6229392129,Monthly,2023-07-27,2026-05-22,Cardio,54.0,475.0,2256,1.8,Yes
